Published,Type,Title,Description,Video ID,Guests,Episode,Guests_String,mp3,bytes,duration,duration_hhmmss
2022-03-14 02:18:33,WIR,"Renewed Hostilities in Artsakh | Ukraine | FM Arabat Mirzoyan in Antalya | Ep #128 - Mar 13, 2022","ANN/Groong Week in Review - March 13, 2022

Topics:
* Renewed Hostilities in Artsakh
* Update on Ukraine
* FM ""Arabat"" Mirzoyan in Antalya

Guest:
* Dr. Pietro Shakarian

Host:
* Asbed Bedrossian TW/@qubriq
* Hovik Manucharyan TW/@HovikYerevan


Episode 128 | Recorded: Sunday, March 13, 2022
Website: https://groong.org/podcasts/WiR-20220313.html",T_bg5uj5EJ4,pshakarian,128,"""pshakarian""",10245207-renewed-hostilities-in-artsakh-ukraine-fm-arabat-mirzoyan-in-antalya-ep-128-mar-13-2022.mp3,29511373,2455,0:40:55
2022-03-10 13:49:23,COG,"The State of Armenia’s Economy - A Conversation with Vache Gabrielyan | Ep #127 - March 10, 2022","The State of Armenia’s Economy - March 10, 2022

A Conversation with Vache Gabrielyan

Topics:

- 00:00:00 Introduction
- 00:01:25 Risk from the Ukraine War
- 00:37:18 Pandemic, War and Beyond Economy
- 01:01:47 Normalization with Turkey and Corridor Economics

Guest:

Dr. Vache Gabrielyan who is the Dean of the Manoogian Simone College of Business and Economics at the American University of Armenia and specializes in public administration and economics. Since 2008, he has served as Vice-Governor of the Central Bank of Armenia, Minister of Finance, Minister-Chief of the Government Staff, Chief Advisor to the Prime Minister, as well as the Deputy Prime Minister of Armenia, and the Minister of International Economic Integration and Reforms.

Hosts:
- Asbed Bedrossian TW/@qubriq
- Hovik Manucharyan TW/@hovikyerevan

Episode 127 | Recorded on Thursday, March 9, 2022

Show notes: https://groong.org/podcasts/CoG-20220310.html",OD_ftYCliZQ,vgabrielyan,127,"""vgabrielyan""",10227992-the-state-of-armenia-s-economy-a-conversation-with-vache-gabrielyan-ep-127-march-10-2022.mp3,58263374,4851,1:20:51
2022-03-07 02:01:49,WIR,"Ukraine | Dismissing Generals | 2nd Normalization Meeting | New President | Ep #126 - Mar 6, 2022","ANN/Groong Week in Review - March 6, 2022

Topics:
* 00:00 Introduction
* 01:15 Ukraine War and Effects on Armenia
* 19:04 Armenia Shuffles Generals
* 25:15 Second Normalization Meeting
* 33:06 Armenian Parliament Elects New President

Guest:
* Benyamin Poghosyan TW/@Benyamin_Poghos

Host:
* Asbed Bedrossian TW/@qubriq


Episode 126 | Recorded: Sunday, March 6, 2022
Website: https://groong.org/podcasts/WiR-20220306.html",o7pgEr569Ic,bpoghosyan,126,"""bpoghosyan""",10201986-ukraine-dismissing-generals-2nd-normalization-meeting-new-president-ep-126-mar-6-2022.mp3,29588173,2461,0:41:01
2022-02-28 02:46:24,WIR,"Ukraine | Donetsk Luhansk, Artsakh | Aliyev in Moscow | Euronest in Yerevan | Ep #125 - Feb 27, 2022","ANN/Groong Week in Review - February 27, 2022

Topics:
* Developments in the Ukraine Crisis
* Donetsk, Luhansk. Artsakh?
* Aliyev in Moscow
* Euronest in Yerevan

Guest:
* Pietro Shakarian
* Yeghia Tashjian
Host:
* Asbed Bedrossian TW/@qubriq
* Hovik Manucharyan TW/@HovikYerevan


Episode 125 | Recorded: Sunday, February 27, 2022
Website: https://groong.org/podcasts/WiR-20220227.html",NIh3RwZAAqQ,"pshakarian,ytashjian",125,"""pshakarian"",""ytashjian""",10156783-ukraine-donetsk-luhansk-artsakh-aliyev-in-moscow-euronest-in-yerevan-ep-125-feb-27-2022.mp3,42546065,3541,0:59:01
2022-02-26 04:13:11,COG,"Armenia’s Regional Challenges with Tatev Hayrapetyan | Ep #124 - Feb 26, 2022","Armenia’s Regional Challenges - February 26, 2022
A Conversation with Tatev Hayrapetyan

Topics:
* Tatev’s Background and Entrance into Politics
* Armenia Going in the Wrong Direction?
* Aliyev and his Regime after the 44-Day War
* The Shushi and Moscow Agreements
* Armenia’s Foreign Affairs Establishment


Guest:
* Tatev Hayrapetyan is an expert in Azerbaijani studies and holds a PhD in History. She was an MP at the 7th convocation of Armenia's National Assembly, a member of the Standing Committee on Foreign Affairs and the Armenian Delegation at the PACE. She is mainly focused on domestic developments in Azerbaijan, particularly examining the impact of the Nagorno Karabakh conflict on internal politics.

Hosts:
* Asbed Bedrossian TW/@qubriq


Episode 124 | Recorded on Friday, February 25, 2022
Show notes: https://groong.org/podcasts/CoG-20220226.html",fID3mpfWpWM,thayrapetyan,124,"""thayrapetyan""",10146777-armenia-s-regional-challenges-a-conversation-with-tatev-hayrapetyan-february-26-2022.mp3,48811981,4063,1:07:43
2022-02-22 15:35:52,COG,"Roundup on the Ukraine Crisis - February 22, 2022","Roundup on the Ukraine Crisis - February 22, 2022

Topics:
* Why did Putin Recognize Ukraine's Donetsk and Luhansk Oblasts as Independent Republics?
* Is Putin Trying to Recreate the USSR?
* Is ""The West"" a Homogeneous Political Bloc?
* What are the Objectives of the US?

Guest:
* Dr. Pietro Shakarian, who is a Lecturer in History at the American University of Armenia in Yerevan. His research focuses on the history of Soviet Armenia and the Caucasus.

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq


Episode 123 | Recorded on Friday, February 22, 2022
Show notes: https://groong.org/podcasts/CoG-20220222.html",n0bjR8T7B9s,pshakarian,123,"""pshakarian""",10125651-roundup-on-the-ukraine-crisis-february-22-2022.mp3,12297419,1021,0:17:01
2022-02-21 02:11:05,COG,"2021 ""Shushi Declaration"" - 2021-ի «Շուշիի Հռչակագիրը» | Ep #122 - Feb 21, 2022","2021-ի «Շուշիի Հռչակագիրը» - The 2021 “Shushi Declaration” by Azerbaijan and Turkey

A Conversation in Armenian with Mihran Hakobyan (in Armenian)

Topics:
- 2րդ Արցախեան պատերազմի հիմնական պատճառները
- ՀՀ Դիվանագիտական/Ռազմավարական ձախողումները
- Շուշիի համաձայնագրի հիմնական բաղադրիչները և սպառնալիքներ
- Ռուսաստանի և Իրանի երկարաժամկետ շրջանային եւ աշխարհաքաղաքական նպատակները
- The Fundamental Drivers of the 2nd War in Artsakh
- The Armenian Government’s Diplomatic and Strategic Failures
- The Key Components and Threats of the Shushi Declaration
- The Long-term Regional and Geopolitical Goals of Russia and Iran

Guest:
- Միհրան Տարոնի Հակոբյան, հայ պատմաբան (պատմական գիտությունների թեկնածու), քաղաքական գործիչ, և 6-րդ գումարման Ազգային Ժոլովի պատգամավոր (անկուսակցական , «ՀՀԿ» խմբակցություն).
- Mihran Taroni Hakobyan is an Armenian historian and a PhD Candidate in Historical Sciences. He is a civic activist, and վաս member of the of the 6th convocation of the Armenian National Assembly  (non-partisan, ""RPA/HHK"" faction).

Hosts:
- Hovik Manucharyan TW/@HovikYerevan
- Asbed Bedrossian TW/@qubriq

Voskanapat on Patreon: https://www.patreon.com/voskanapat/

Episode 122 | Recorded on November 3, 2021
Show notes: https://groong.org/podcasts/CoG-20220221.html",qHPCV-ksxIw,mhakobyan,122,"""mhakobyan""",10113707-2021-shushi-declaration-2021-ep-122-feb-21-2022.mp3,41011552,3413,0:56:53
2022-02-20 20:49:51,WIR,"Ukraine | Heritage Destruction | NKR Law | Arresting Arayik |  IRI results | Ep #121 - Feb 20, 2022","ANN/Groong Week in Review - February 20, 2022

Topics:
* Ukraine: Biden's Tunnel of Crisis
* Azeri Commission to Destroy Armenian Heritage
* Artsakh Law on Occupied Territories
* Azerbaijan Wants to Arrest Artsakh President
* IRI Poll Results Revisited

Guests:
* Hrant Mikaelian TW/@hrant_m

Hosts:
* Asbed Bedrossian TW/@qubriq


Episode 121 | Recorded: Sunday, February 20, 2022
Website: https://groong.org/podcasts/WiR-20220220.html",8BthC0QV_FE,hmikaelian,121,"""hmikaelian""",10112781-ukraine-azeri-destruction-of-armenian-heritage-artsakh-law-arresting-arayik-iri-results-analyzed-ep-121-feb-20-2022.mp3,25212833,2097,0:34:57
2022-02-18 23:02:17,COG,"Political Topics with Edmon Marukyan  | Ep #120 - Feb 18, 2022","Political Topics with Edmon Marukyan - February 18, 2022


Topics:
* Constitutional Change Commission
* Artsakh Law on Occupied Territories
* State of Bright Armenia Party
* Turkish-Armenian Normalization

Guest:
* Edmon Marukyan, who is a lawyer by profession and the leader of the Bright Armenia party (Լուսավոր Հայաստան). He was a member of the fifth, sixth and seventh convocations of the National Assembly of the Republic of Armenia from 2012 till 2021. He’s also a member of the newly formed commission to amend the constitution.

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq


Episode 120 | Recorded on Friday, February 18, 2022
Show notes: https://groong.org/podcasts/CoG-20220218.html",CKhF5CTi2vQ,emarukyan,120,"""emarukyan""",10103162-political-topics-with-edmon-marukyan-ep-120-feb-18-2022.mp3,23825595,1981,0:33:01
2022-02-15 00:19:55,WIR,"POWs | War Commission | Degrading Democracy | Lukashenko | MPG poll | Ep #119 - Feb 13, 2022","ANN/Groong Week in Review - February 13, 2022

Topics:
* 00:00:00 Introduction
* 00:02:43 8 More POWs Released, But What At What Cost?
* 00:20:40 Parliamentary Commission on the 44-Day War Established
* 00:33:42 The Degrading Norms of Democracy in Armenia
* 00:46:42 Who Needs Armenia?
* 01:06:32 Latest MPG Poll Results in Yerevan
* 01:18:51 Rants

Guest:
* Benyamin Poghosyan

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 119 | Recorded: Sunday, February 14, 2022
Website: https://groong.org/podcasts/WiR-20220213.html",xScL5XrsPFY,bpoghosyan,119,"""bpoghosyan""",10077868-cost-of-pows-war-commission-degrading-norms-of-democracy-lukashenko-latest-mpg-ep-119-feb-13-2022.mp3,59393461,4945,1:22:25
2022-02-09 03:41:04,WIR,"Ukraine Crisis | Vahagn Khachatryan for President | New IRI Poll Results | Ep #118 - Feb 6, 2022","ANN/Groong Week in Review - February 6, 2022

Topics:
* 00:00 Introduction
* 01:10 The Continuing Ukraine Crisis
    * Putin in Beijing, Erdogan in Kyiv, Pashinyan at Olympic Diplomacy?
* 23:44 Civil Contract Nominates Vahagn Khachatryan for President
* 41:21 New IRI Poll Results
* 58:57 Rants

Guests:
* Dr. Pietro Shakarian

Hosts:
* Hovik Manucharyan https://twitter.com/HovikYerevan
* Asbed Bedrossian https://twitter.com/qubriq

Episode 118 | Recorded: Sunday, February 8, 2022
Website: https://groong.org/podcasts/WiR-20220206.html",FSBMviV3o6c,pshakarian,118,"""pshakarian""",10041795-continuing-ukraine-crisis-vahagn-khachatryan-for-pres-new-iri-poll-results-ep-118-feb-6-2022.mp3,45602358,3796,1:03:16
2022-02-04 00:16:54,COG,"Legal & Human Rights Developments in Armenia - Ruben Melikyan | Ep #117 - Feb 4, 2022","Legal & Human Rights Developments in Armenia
A Conversation with Ruben Melikyan

Ruben Melikyan was formerly Artsakh’s Human Rights Ombudsman, and prior to that he was rector of the Justice Academy of Armenia. In 2019, Melikyan co-founded and currently leads the “Path of Law” NGO. Իրավական ուղի in Armenian.

Topics:
- 00:00 Introduction
- 01:51 Decisions of the International Court of Justice
- 12:15 Turkish-Armenian “Normalization”
- 16:08 More Constitutional Changes
- 24:44 Civil Contract Appoints new HR Ombudsman for Armenia
- 34:32 Continuing Harassment of Opposition Leaders
- 44:50 Legislating Away Civil Liberties

Hosts:

- Hovik Manucharyan https://twitter.com/HovikYerevan
- Asbed Bedrossian https://twitter.com/qubriq

Episode 117 | Recorded on Thursday, February 3, 2022
Website: https://groong.org/podcasts/CoG-20220204.html",gYeG_m72vjc,rmelikyan,117,"""rmelikyan""",10010660-legal-human-rights-developments-in-armenia-ruben-melikyan-ep-117-feb-4-2022.mp3,38197236,3179,0:52:59
2022-01-31 01:03:59,WIR,"Ukraine | Antalya | Army Day in Armenia | The Ministry of Foreign Affairs |  Ep #116 - Jan 30, 2022","ANN/Groong Week in Review - January 30, 2022

Topics:
* 00:00 Introduction
* 00:43 Game of Chicken over Ukraine
* 08:17 Antalya Diplomatic Forum
* 22:54 Army Day in Armenia
* 27:54 Armenian Ministry of Foreign Affairs
* 31:11 Rants/Announcements

Guests:
* Suren Sargsyan https://twitter.com/s_a_sargsyan

Hosts:
* Hovik Manucharyan https://twitter.com/HovikYerevan
* Asbed Bedrossian https://twitter.com/qubriq

Episode 116 | Recorded: Sunday, January 30, 2022
Website: https://groong.org/podcasts/WiR-20220130.html",F08dkUyHNiI,ssargsyan,116,"""ssargsyan""",9983007-ukraine-antalya-army-day-in-armenia-the-ministry-of-foreign-affairs-ep-116-jan-30-2022.mp3,26601754,2213,0:36:53
2022-01-27 00:17:24,COG,"Isabel Bayrakdarian talks about Armenian Songs for Children w/Bedros Afeyan | Ep #115 - Jan 27, 2022","Armenian Songs for Children
Bedros Afeyan talks with Isabel Bayrakdarian

Topics:
* Journey Back to Armenian Music
* Musical Harmony Between Armenian Music and Classical Canon
* Researching, Teaching and Choosing Songs
* Isabel's Favorites and Influences

Guest:
* Isabel Bayrakdarian TW/@IBsoprano

Hosts:
* Dr. Bedros Afeyan

Song Excerpts list & timestamps:
(Note: All excerpts used with permission)
* 00:00 Komitas - Sleep My Child - Lullaby
* 01:35 Komitas - Six Children's Songs
* 27:03 Ganachian - The Swallow / Tsitsernak
* 29:06 Komitas - Little Wooden Horse
* 41:57 & 45:00 & 46:42 Tumajan - Cradle Song - Lullaby from Putanya
* 56:12 Ganachian – Peaceful Night
* 01:05:43 Tumajan - 2 Playsongs from Agn Region
* 01:10:50 Tumajan - Orrim - Lullaby from Putanya
* 01:16:03 Ganachian - Serenade
* 00:17:11 Ganachian - Bjingo

Episode 115 | Recorded on Sunday, January 23, 2022
Show notes: https://groong.org/podcasts/CoG-20220127.html",AtZcJcDyLk0,ibayrakdarian,115,"""ibayrakdarian""",9961631-isabel-bayrakdarian-talks-about-armenian-songs-for-children-with-bedros-afeyan-ep-115-jan-27-2022.mp3,56057231,4667,1:17:47
2022-01-26 17:10:56,WIR,"President Resigns | Ukraine Standoff | Vahan Kerobyan, Min of Comedy | Ep #114 - Jan 23, 2022","ANN/Groong Week in Review - January 23, 2022

Topics:
* 00:00 Introduction 
* 01:04 President Armen Sarkissian Resigns
* 20:46 Russia-NATO Standoff over Ukraine
* 47:55 Vahan Kerobyan, Minister of Comedy

Guests:
* Dr. Pietro Shakarian

Hosts:
* Hovik Manucharyan twitter.com/HovikYerevan
* Asbed Bedrossian twitter.com/qubriq

Episode 114 | Recorded: Sunday, January 25, 2022

https://groong.org/podcasts/WiR-20220123.html",FFiC_lt_pDU,pshakarian,114,"""pshakarian""",9955086-president-resigns-ukraine-standoff-vahan-kerobyan-min-of-comedy-ep-114-jan-23-2022.mp3,42132756,3507,0:58:27
2022-01-17 21:44:12,WIR,"Major Incident on the Line of Contact | Turkish-Armenian Meeting in Moscow | Ep #113 - Jan 16, 2022","ANN/Groong Week in Review - January 16, 2022

Topics:
* Major incident on the Armenia-Azerbaijan Line of Contact
* Turkish-Armenian meeting in Moscow

Guests:
* Edgar Elbakyan TW/@ElbakyanEdgar

Hosts:
* Asbed Bedrossian TW/@qubriq
* Hovik Manucharyan TW/@HovikYerevan

Episode 113 | Recorded: Sunday, January 17, 2022
Website: https://groong.org/podcasts/WiR-20220116.html",MIQpXmDcvnI,eelbakian,113,"""eelbakian""",9905175-major-incident-on-the-line-of-contact-turkish-armenian-meeting-in-moscow-ep-113-jan-16-2022.mp3,20267165,1685,0:28:05
2022-01-11 20:58:51,WIR,"Color Me Kazakhstan | Expectations From 1st Normalization Meeting on Friday | Ep #112 - Jan 9, 2022","ANN/Groong Week in Review - January 9, 2022

Topics:
* Color Me Kazakhstan
* Turkish-Armenian Normalization Meeting on January 14

Guests:
* Benyamin Poghosyan TW/@Benyamin_Poghos
* Pietro Shakarian

Hosts:
* Asbed Bedrossian TW/@qubriq
* Hovik Manucharyan TW/@HovikYerevan

Episode 112 | Recorded: Sunday, January 9, 2022
Website: https://groong.org/podcasts/WiR-20220109.html",5cvX4TEpHsI,bpoghosyan,112,"""bpoghosyan""",9872090-color-me-kazakhstan-first-normalization-meeting-on-friday-ep-112-jan-9-2022.mp3,42553864,3542,0:59:02
2022-01-09 10:10:27,COG,"Turkish Armenian Normalization - Conversation with Harut Sassounian  | Ep #111 - Jan 9, 2022","Turkish-Armenian Normalization Negotiations
A Conversation with Harut Sassounian

* Harut Sassounian has been the publisher of The California Courier newspaper since 1983. He is also the President of the Armenia Artsakh Fund, a non-profit organization which has delivered to Armenia and Artsakh $947 million of humanitarian assistance since 1989. He is currently engaged in forming the Diaspora Armenian Parliament through local elections.

Topics:
* History of Turkish-Armenian Attempts at Negotiations
* Who are The Players?
* Why Now? What's on the Agenda?
* What are the Pitfalls and Opportunities?
* Diaspora vis-à-vis the Armenian Republic


Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 111 | Recorded on Friday, January 7, 2022
Show notes: https://groong.org/podcasts/CoG-20220109.html",_AsOsO3h6W8,hsassounian,111,"""hsassounian""",9854809-turkish-armenian-normalization-conversation-with-harut-sassounian-ep-111-jan-9-2022.mp3,46485752,3870,1:04:30
2021-12-29 02:09:30,WIR,"Pashinyan press conference | Kocharyan press conference | EVN Mayor Saga | Ep #110 - Dec 26, 2021","ANN/Groong Week in Review - December 26, 2021

Topics:
* Nikol Pashinyan holds a press conference
* Robert Kocharyan holds a press conference
* The Yerevan Mayor Saga

Guests:
* Tevan Poghosyan TW/@ TevanPoghosyan

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 110 | Recorded: Sunday, December 27, 2021

Website: https://groong.org/podcasts/WiR-20211226.html",uDaiK3xdMT8,tpoghosyan,110,"""tpoghosyan""",9801699-pashinyan-press-conference-kocharyan-press-conference-yerevan-mayor-saga-ep-110-dec-26-2021.mp3,40226356,3348,0:55:48
2021-12-26 06:31:02,COG,"Thirty Years After the USSR | Ep #109 - Dec 26, 2021","Thirty Years After the USSR

* Dr. Pietro Shakarian is a Lecturer in history at the American University of Armenia in Yerevan. His research focuses on the history of Eastern Armenia and the Caucasus, especially Soviet Armenia during the era of Nikita Khrushchev’s Thaw. His analyses on Russia and the former Soviet region have appeared in The Nation, The Plain Dealer, the Russian International Affairs Council, Hetq, and more.

Topics:
* How did the USSR Dissolve, who were the personalities behind it?
* Did Ethnic Nationalism Have a Hand in it?
* Did Ronald Reagan Defeat the Soviet Union?
* What are the Geopolitical, Democracy, Historical Memory Legacies of the FSU in the Former Soviet Republics?
* Was the Dissolution Inevitable?

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 109 | Recorded on Sunday, December 26, 2021

Show notes: https://groong.org/podcasts/CoG-20211226.html",bADiV9V_Nrw,pshakarian,109,"""pshakarian""",9788895-thirty-years-after-the-ussr-ep-109-dec-26-2021.mp3,33936808,2824,0:47:04
2021-12-21 00:26:16,WIR,"Normalization | Brussels Sprouts | NSC Chair in DC | Armenia Project Tour | Ep #108 - Dec 19, 2021","ANN/Groong Week in Review - December 19, 2021

Topics:
* Turkish-Armenian normalization
* Brussels Sprouts
* Armen Grigoryan in Washington DC
* The Armenian Project - US Tour
* Analyst Rants

Guests:
* Varuzhan Geghamyan TW/@GVaruzhan

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 108 | Recorded: Sunday, December 20, 2021
https://groong.org/podcasts/WiR-20211219.html",vgjQXvcemgw,vgeghamyan,108,"""vgeghamyan""",9759725-turkish-armenian-normalization-brussels-sprouts-armenian-nsc-chair-in-dc-armenia-project-tour-ep-108-dec-19-2021.mp3,50873112,4235,1:10:35
2021-12-15 20:35:28,COG,"Armenian and Azerbaijani Expert Perspectives on Negotiations | Ep #107 - Dec 15, 2021","Anar Valiyev and Benyamin Poghosyan discuss stumbling blocks in post-war negotiations

Guests:
* Dr. Anar Valiyev, Associate Professor at Azerbaijani Diplomatic Academy (ADA) University in Baku.
* Dr. Benyamin Poghosyan, Chairman of Yerevan-based think tank Center for Political and Economic Strategic Studies.

Topics:
* Artsakh Status (@4:54)
* Is the conflict really ""solved"" (@11:04)
* Opening of Communications (@38:52)
* Corridor for Corridor (@46:32)
* ""Unimpeded"" Access (@50:15)
* Russia's regional role (@53:16)
* Turkey's regional role (@58:48)
* 3+3 or 3+2 Format (@1:02:06)
* Questions:
    - Demarcation and delimitation in context of ""corridors"" (1:05:55)
    - Shahumyan region (1:08:57)
    - Which maps to use for demarcation & delimitation (1:17:01)
    - Is Azerbaijani post-war rhetoric conducive for peace (1:18:14)
* Recap (@1:26:59)

Description:

In this Conversations on Groong episode, we'll be talking with two specialists from Armenia and from Azerbaijan, and explore their views and perspectives on the problems and solutions they envision for long-term peace between the neighbors.

Since the second war in Artsakh in 2020, also known as the 44-Day war, which culminated in the signing of the November Agreement by Armenia, Azerbaijan and Russia, the three countries have been negotiating the fulfillment of that agreement. The agreement contained 9 points, of which the first 5 are primarily complete, 6 and 7 are more or less in progress, but 8 and 9 continue to be deeply problematic despite intensive and contentious yearlong negotiations.

What are the perspectives and stumbling blocks that have prevented peace, a year after the war ended?

Why is there a need to have such a discussion right now? The temperature of the post-war negotiations between Armenia and Azerbaijan has reached a boiling point, with Azerbaijan's president Aliyev issuing ultimatums and demands for dates for Armenia to open ""corridors"" for Azerbaijan. In trying to create a more informed Armenian public about these negotiations, we hope that such discussions can clarify what the sides are saying to each other, and what the sides are hearing from each other.

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq


Website: https://groong.org/podcasts/CoG-20211215.html
Episode 107 | Recorded on Tuesday, December 14, 2021",ZKUZPpl4JCI,"avaliyev,bpoghosyan",107,"""avaliyev"",""bpoghosyan""",9729656-armenian-and-azerbaijani-expert-perspectives-on-negotiations-ep-107-dec-15-2021.mp3,70902026,5904,1:38:24
2021-12-13 03:15:02,WIR,"Zoom for Democracy | Domestic & Regional Politics | Artsakh Republic at 30 | Ep #106 - Dec 12, 2021","ANN/Groong Week in Review - December 12, 2021

Topics:
* Zoom for Democracy
* Domestic Politics
* Regional Politics
* Artsakh Independence at 30
* Analyst Rants

Guests:
* Benyamin Poghosyan TW/@benyamin_poghos
* Pietro Shakarian

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 106 | Recorded: Sunday, December 12, 2021",fDn4FEBlxzM,"pshakarian,bpoghosyan",106,"""pshakarian"",""bpoghosyan""",9710668-zoom-for-democracy-domestic-regional-politics-artsakh-independence-at-30-ep-106-dec-12-2021.mp3,60734503,5057,1:24:17
2021-12-06 04:23:00,WIR,"Regional Geopolitics | Turkmen / Iran Gas | Armenian Opposition Fizzles Out | Ep #105 - Dec 5, 2021","ANN/Groong Week in Review - December 5, 2021

Topics:
* Regional Geopolitics @1:07
* Turkmenistan / Iran Gas Swap Deal @46:58
* Opposition Fizzles Out. Again @58:18

Guests:
* Benyamin Poghosyan TW/@benyamin_poghos

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 105 | Recorded: Sunday, December 5, 2021
Website: https://groong.org/podcasts/WiR-20211205.html",9zxSX8j0tYI,bpoghosyan,105,"""bpoghosyan""",9670654-regional-geopolitics-turkmen-iran-gas-armenian-opposition-fizzles-out-ep-105-dec-5-2021.mp3,48215746,4014,1:06:54
2021-11-29 03:25:55,WIR,"Pashinyan Live | From Sochi to Brussels | Normalization | Co-opetition | Ep #104 - Nov 28, 2021","ANN/Groong Week in Review - November 28, 2021

Topics:
* Pashinyan Live on Facebook
* Trilateral in Sochi, Bilateral in Brussels
* Turkish-Armenian ""Normalization""
* Russian-Turkish ""Co-opetition"" in Eurasia

Guests:
* Hrant Mikaelian TW/@hrant_m
* Yeghia Tashjian TW/@yeghig

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 104 | Recorded: Sunday, November 28, 2021
Website: https://groong.org/podcasts/WiR-20211128.html",VJmys-SmBlI,"hmikaelian,ytashjian",104,"""hmikaelian"",""ytashjian""",9628534-pashinyan-live-trilateral-in-sochi-bilateral-in-brussels-turkish-armenian-normalization-russian-turkish-co-opetition-ep-104-nov-28-2021.mp3,37933152,3157,0:52:37
2021-11-22 17:54:38,WIR,"Russia-NATO | Border | Goodbye Moscow, Hello Brussels! | Protests in EVN | Ep #103 - Nov 21, 2021","ANN/Groong Week in Review - November 21, 2021

Topics:

- Russia-NATO escalation
- Border escalation
- Goodbye Moscow, Hello Brussels!
- Protests in Yerevan

Guest: Pietro Shakarian

Hosts:
 - Hovik Manucharyan TW/@HovikYerevan
 - Asbed Bedrossian TW/@qubriq

Episode 103 | Recorded: Monday, November 22, 2021
Show notes: https://groong.org/podcasts/WiR-20211121.html",9bktIUHPNBU,pshakarian,103,"""pshakarian""",9596885-russia-nato-escalation-border-escalation-goodbye-moscow-hello-brussels-protests-in-yerevan-ep-101-nov-14-2021.mp3,31045822,2583,0:43:03
2021-11-20 19:15:05,COG,"State of the Armenian Economy - Vardan Aramyan  | Ep #102 - Nov 21, 2021","State of the Armenian Economy
A Conversation with Vardan Aramyan - November 21, 2021

* Mr. Vardan Aramyan is the former Minister of Finance of the Republic of Armenia from 2016-2018. He is currently Senior Vice President for Finance and Economy at Vallex Group in Yerevan.

Topics:
* 2022 Budget and Economic Growth @1:24
    - Did Armenian economy recover already? @3:55
    - Does the structure of growth mirror worldwide growth @8:55
    - What happens if growth doesn't meet target @14:25
    - Why did the IMF underestimate Armenian growth initially @17:38
* Growth Sectors in Budget @23:41
    - Are prices for Copper/Aluminum extremely inflated? @25:50
* Inflation @32:48
    - Effect on wages, income inequality, poverty & other socioeconomic markers? @41:36
* Corridor Economics @45:55
* $2.6B EU Aid Package @50:42
* Artsakh @57:55

Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq

Episode 102 | Recorded on Saturday, November 21, 2021
Show notes: https://groong.org/podcasts/CoG-20211121.html",nGjftxCvmJQ,varamyan,102,"""varamyan""",9584896-state-of-the-armenian-economy-conversation-with-vardan-aramyan-ep-102-nov-21-2021.mp3,44182944,3678,1:01:18
2021-11-17 03:08:17,WIR,"Armenia Attacked | Border Politics | Back to OSCE MG | Municipal Results | Ep #101 - Nov 14, 2021","ANN/Groong Week in Review - November 7, 2021

Topics:
* Armenia under wide scale attacks by Azerbaijan @0:55
* Border Politics @7:20
* Azerbaijan Returns to the OSCE MG @29:49
* Municipal elections Over the Past Weekend @44:38

Guests:
* Arthur Martirosyan TW/@ArtMart96
Hosts:
* Hovik Manucharyan TW/@HovikYerevan
* Asbed Bedrossian TW/@qubriq


Episode 101 | Recorded: Monday, November 16, 2021
Website: https://groong.org/podcasts/WiR-20211114.html",k0NTtsKYb9c,amartirosyan,101,"""amartirosyan""",9563587-armenia-attacked-border-politics-azerbaijan-back-to-osce-mg-municipal-results-ep-101-nov-14-2021.mp3,36686709,3053,0:50:53
